epoch,loss,val_loss
25,0.031009028718546484,0.03102777745356022
26,0.03100892259785916,0.031027660967483668
27,0.03100881758784279,0.03102758815163477
28,0.031008731034524797,0.031027506713983397
29,0.031008653630985428,0.03102743341051503
30,0.031008573959933658,0.031027368533138776
31,0.03100849732185585,0.031027314799070935
32,0.03100841962098644,0.031027226138545683
33,0.031008331304624305,0.03102716866931187
34,0.031008264146689495,0.031027117488201177
35,0.03100819128068054,0.031027054938004357
36,0.031008124524546477,0.031027018341173492
37,0.031008059121751055,0.03102695155846232
38,0.031007997681986255,0.03102693389221609
39,0.031007933102805835,0.031026865183915425
40,0.03100787216134483,0.03102680731466423
41,0.031007809890940905,0.031026749801230987
42,0.031007751750186063,0.031026722530311187
43,0.03100769510142813,0.031026664690078965
44,0.031007631672935188,0.031026597933011008
45,0.031007567412471685,0.031026540372212252
46,0.031007509593117606,0.031026487723839983
47,0.031007442732460415,0.031026432911142612
48,0.03100738730422231,0.03102641820525146
49,0.031007338442458485,0.031026353598921683
50,0.0310072904981079,0.03102631906663173
51,0.03100724023055516,0.0310262873269571
52,0.031007193898303483,0.03102623038136487
53,0.03100714438211164,0.03102620746591266
54,0.031007098036776228,0.03102617283260144
55,0.031007051614385144,0.031026132194773088
56,0.031007002917677703,0.031026101526452278
57,0.031006946802040147,0.031026052982126674
58,0.031006886327955837,0.031025980664318078
59,0.031006841369433723,0.031025966383814947
60,0.03100679902261647,0.031025922008849675
61,0.031006760808928915,0.031025896999774677
62,0.031006719572237454,0.03102586781117012
63,0.03100668038129533,0.03102583607879217
64,0.03100664231186437,0.031025807837707555
65,0.031006603410127363,0.031025789726342918
66,0.031006565915605067,0.031025770847401157
67,0.0310065268947725,0.03102573920176563
68,0.03100648859510759,0.03102571780924363
69,0.03100645308529815,0.03102569356296517
70,0.031006417094514575,0.031025672722915024
71,0.03100636844667196,0.031025610796961707
72,0.031006327555420533,0.031025603801291327
73,0.03100629198678669,0.031025571796378208
74,0.031006250858602192,0.031025538470095163
75,0.031006192930856474,0.03102548182012328
76,0.031006151118574906,0.03102547317194373
77,0.03100611829962275,0.03102545337835902
78,0.031006088168980317,0.0310254416072636
79,0.031006043380662113,0.031025385357267166
80,0.031006006088539366,0.031025373467768447
81,0.031005972012279847,0.031025303028917692
82,0.03100592397422538,0.031025288726566458
83,0.03100589460838403,0.03102527547917248
84,0.031005858636785743,0.03102524599050247
85,0.031005817558336222,0.031025236366958177
86,0.031005784139649845,0.03102518106766874
87,0.03100574131726808,0.031025171085727492
88,0.031005715981595378,0.031025167775970502
89,0.031005691621374037,0.03102516620418609
90,0.031005668319268535,0.031025122997339512
91,0.031005643109065523,0.031025110006398654
92,0.031005620225964627,0.03102510908284453
93,0.031005594892860446,0.03102507589513549
94,0.031005571229673137,0.031025060165906025
95,0.031005548872395917,0.03102504454163971
96,0.031005526007882735,0.031025025908394756
97,0.03100550264416415,0.031025019702694757
98,0.03100548077279892,0.031025000316193464
99,0.0310054586712941,0.031024991028589965
100,0.031005436360449473,0.031024989104216586
101,0.031005414023563174,0.031024977193876205
102,0.031005381275145783,0.03102494266343139
103,0.031005347950037485,0.031024935658912737
104,0.031005325949627602,0.031024927446500105
105,0.031005290795794376,0.031024903488398543
106,0.031005235250567947,0.031024888286857382
107,0.031005214750510532,0.031024874440988927
108,0.031005196109035803,0.03102486544279941
109,0.03100517674940226,0.031024865522685467
110,0.03100515506109404,0.0310248699766792
111,0.031005137261025262,0.031024877934106437
112,0.031005118024754173,0.03102487749460731
113,0.031005100071496632,0.031024861658317946
114,0.03100507952943077,0.03102486077416169
115,0.031005047668663212,0.03102480379632149
116,0.03100501698445706,0.03102479201862132
117,0.031004998649852598,0.03102479177749542
118,0.031004976954740412,0.031024786034044252
119,0.031004961213620025,0.03102477256911278
120,0.031004939291502893,0.031024773242881446
121,0.03100492121264986,0.031024779885753185
122,0.03100490281487023,0.031024777980166656
123,0.031004884617582114,0.031024782988267705
124,0.031004869167103124,0.031024773286976032
